Borough;Neighbourhood;Street
Œródmieœcie;Œródmieœcie Po³udniowe;Mokotowska
Œródmieœcie;Œródmieœcie Po³udniowe;Moliera
Œródmieœcie;Œródmieœcie Po³udniowe;Mysia
Œródmieœcie;Œródmieœcie Po³udniowe;Natoliñska
Œródmieœcie;Œródmieœcie Po³udniowe;Nowogrodzka
Œródmieœcie;Œródmieœcie Po³udniowe;Nowowiejska
Œródmieœcie;Œródmieœcie Po³udniowe;Nowy Œwiat
Œródmieœcie;Œródmieœcie Po³udniowe;Oleandrów
Œródmieœcie;Œródmieœcie Po³udniowe;Pankiewicza Jana
Œródmieœcie;Œródmieœcie Po³udniowe;Parkingowa
Œródmieœcie;Œródmieœcie Po³udniowe;Piêkna
Œródmieœcie;Œródmieœcie Po³udniowe;Plac Konstytucji
Œródmieœcie;Œródmieœcie Po³udniowe;Plac Politechniki
Œródmieœcie;Œródmieœcie Po³udniowe;Plac Trzech Krzy¿y
Œródmieœcie;Œródmieœcie Po³udniowe;Plac Unii Lubelskiej
Œródmieœcie;Œródmieœcie Po³udniowe;Plac Zbawiciela
Œródmieœcie;Œródmieœcie Po³udniowe;Plater Emilii
Œródmieœcie;Œródmieœcie Po³udniowe;Polna
Œródmieœcie;Œródmieœcie Po³udniowe;Poznañska
Œródmieœcie;Œródmieœcie Po³udniowe;Romana i Jana Podoskich
Œródmieœcie;Œródmieœcie Po³udniowe;Senacka
Œródmieœcie;Œródmieœcie Po³udniowe;Skwer 3 Batalionu Pancernego AK „Golski”
Œródmieœcie;Œródmieœcie Po³udniowe;Skwer Batalionu AK „Ruczaj”
Œródmieœcie;Œródmieœcie Po³udniowe;Skwer Batalionu AK „Zaremba-Piorun”
Œródmieœcie;Œródmieœcie Po³udniowe;Skwer Mieczys³awa Fogga
Œródmieœcie;Œródmieœcie Po³udniowe;Skwer Wolnego S³owa
Œródmieœcie;Œródmieœcie Po³udniowe;S³u¿ewska
Œródmieœcie;Œródmieœcie Po³udniowe;Stefana Batorego
Œródmieœcie;Œródmieœcie Po³udniowe;Stefanii Sempo³owskiej
Œródmieœcie;Œródmieœcie Po³udniowe;Szucha Jana Chrystiana, al.
Œródmieœcie;Œródmieœcie Po³udniowe;Œniadeckich
Œródmieœcie;Œródmieœcie Po³udniowe;œw. Barbary
Œródmieœcie;Œródmieœcie Po³udniowe;œw. Teresy
Œródmieœcie;Œródmieœcie Po³udniowe;Tytusa Cha³ubiñskiego
Œródmieœcie;Œródmieœcie Po³udniowe;Wiejska
Œródmieœcie;Œródmieœcie Po³udniowe;Wierzbickiego prof. Witolda
Œródmieœcie;Œródmieœcie Po³udniowe;Wilcza
Œródmieœcie;Œródmieœcie Po³udniowe;Wspólna
Œródmieœcie;Œródmieœcie Po³udniowe;Zau³ek Braci Pakulskich
Œródmieœcie;Œródmieœcie Po³udniowe;Zoli Emila
Œródmieœcie;Œródmieœcie Po³udniowe;¯urawia
Œródmieœcie;Œródmieœcie Pó³nocne;Aleja „Solidarnoœci”
Œródmieœcie;Œródmieœcie Pó³nocne;Aleja Jana Paw³a II
Œródmieœcie;Œródmieœcie Pó³nocne;Aleje Jerozolimskie
Œródmieœcie;Œródmieœcie Pó³nocne;Bacciarellego Marcella
Œródmieœcie;Œródmieœcie Pó³nocne;Baczyñskiego Krzysztofa Kamila
Œródmieœcie;Œródmieœcie Pó³nocne;Bagatela
Œródmieœcie;Œródmieœcie Pó³nocne;Bednarska
Œródmieœcie;Œródmieœcie Pó³nocne;Bielañska
Œródmieœcie;Œródmieœcie Pó³nocne;Bracka
Œródmieœcie;Œródmieœcie Pó³nocne;Chmielna
Œródmieœcie;Œródmieœcie Pó³nocne;Dani³owiczowska
Œródmieœcie;Œródmieœcie Pó³nocne;Elektoralna
Œródmieœcie;Œródmieœcie Pó³nocne;Focha Ferdynanda, marsz.
Œródmieœcie;Œródmieœcie Pó³nocne;Foksal
Œródmieœcie;Œródmieœcie Pó³nocne;Fredry Aleksandra
Œródmieœcie;Œródmieœcie Pó³nocne;Ga³czyñskiego Konstantego Ildefonsa
Œródmieœcie;Œródmieœcie Pó³nocne;Gomulickiego Wiktora
Œródmieœcie;Œródmieœcie Pó³nocne;Górskiego Wojciecha
Œródmieœcie;Œródmieœcie Pó³nocne;Graniczna
Œródmieœcie;Œródmieœcie Pó³nocne;Henryka Sienkiewicza
Œródmieœcie;Œródmieœcie Pó³nocne;Hipoteczna
Œródmieœcie;Œródmieœcie Pó³nocne;Jasna
Œródmieœcie;Œródmieœcie Pó³nocne;Juliana Przybosia
Œródmieœcie;Œródmieœcie Pó³nocne;Karasia
Œródmieœcie;Œródmieœcie Pó³nocne;Karasia Kazimierza
Œródmieœcie;Œródmieœcie Pó³nocne;Karowa
Œródmieœcie;Œródmieœcie Pó³nocne;Konopczyñskiego Emiliana
Œródmieœcie;Œródmieœcie Pó³nocne;Kozia
Œródmieœcie;Œródmieœcie Pó³nocne;Krakowskie Przedmieœcie
Œródmieœcie;Œródmieœcie Pó³nocne;Królewska
Œródmieœcie;Œródmieœcie Pó³nocne;Kubusia Puchatka
Œródmieœcie;Œródmieœcie Pó³nocne;Mandelsztama Osipa
Œródmieœcie;Œródmieœcie Pó³nocne;Mariañska
Œródmieœcie;Œródmieœcie Pó³nocne;Marsza³kowska
Œródmieœcie;Œródmieœcie Pó³nocne;Mazowiecka
Œródmieœcie;Œródmieœcie Pó³nocne;Miko³aja Kopernika
Œródmieœcie;Œródmieœcie Pó³nocne;Nieca³a
Œródmieœcie;Œródmieœcie Pó³nocne;Nowy Œwiat
Œródmieœcie;Œródmieœcie Pó³nocne;OboŸna
Œródmieœcie;Œródmieœcie Pó³nocne;Okólnik
Œródmieœcie;Œródmieœcie Pó³nocne;Ordynacka
Œródmieœcie;Œródmieœcie Pó³nocne;Orla
Œródmieœcie;Œródmieœcie Pó³nocne;Ossoliñskich
Œródmieœcie;Œródmieœcie Pó³nocne;Pasa¿ Ni¿yñskiego Wac³awa
Œródmieœcie;Œródmieœcie Pó³nocne;Pasa¿ Szyfmana Arnolda
Œródmieœcie;Œródmieœcie Pó³nocne;Pasa¿ Wiecheckiego Stefana „Wiecha”
Œródmieœcie;Œródmieœcie Pó³nocne;Pasa¿ Witolda Rowickiego
Œródmieœcie;Œródmieœcie Pó³nocne;Plac Bankowy
Œródmieœcie;Œródmieœcie Pó³nocne;Plac D¹browskiego Jana Henryka
Œródmieœcie;Œródmieœcie Pó³nocne;Plac Defilad
Œródmieœcie;Œródmieœcie Pó³nocne;Plac Grzybowski
Œródmieœcie;Œródmieœcie Pó³nocne;Plac Ma³achowskiego Stanis³awa
Œródmieœcie;Œródmieœcie Pó³nocne;Plac Mirowski
Œródmieœcie;Œródmieœcie Pó³nocne;Plac M³ynarskiego Emila
Œródmieœcie;Œródmieœcie Pó³nocne;Plac Osterwy Juliusza
Œródmieœcie;Œródmieœcie Pó³nocne;Plac Pi³sudskiego Józefa, marsz.
Œródmieœcie;Œródmieœcie Pó³nocne;Plac Powstañców Warszawy
Œródmieœcie;Œródmieœcie Pó³nocne;Plac Teatralny
Œródmieœcie;Œródmieœcie Pó³nocne;Plac ¯elaznej Bramy
Œródmieœcie;Œródmieœcie Pó³nocne;Plater Emilii
Œródmieœcie;Œródmieœcie Pó³nocne;Pró¿na
Œródmieœcie;Œródmieœcie Pó³nocne;Przechodnia
Œródmieœcie;Œródmieœcie Pó³nocne;Przeskok
Œródmieœcie;Œródmieœcie Pó³nocne;Ptasia
Œródmieœcie;Œródmieœcie Pó³nocne;Rondo ONZ
Œródmieœcie;Œródmieœcie Pó³nocne;Senatorska
Œródmieœcie;Œródmieœcie Pó³nocne;Sewerynów
Œródmieœcie;Œródmieœcie Pó³nocne;Sienna
Œródmieœcie;Œródmieœcie Pó³nocne;Skwer Bohdana Wodiczki
Œródmieœcie;Œródmieœcie Pó³nocne;Skwer Duœki Trafankowskiej
Œródmieœcie;Œródmieœcie Pó³nocne;Skwer Herberta Clarka Hoovera
Œródmieœcie;Œródmieœcie Pó³nocne;Skwer ks. Jana Twardowskiego
Œródmieœcie;Œródmieœcie Pó³nocne;Skwer Ksi¹¿¹t Czartoryskich
Œródmieœcie;Œródmieœcie Pó³nocne;Skwer mjr. Boles³awa Kontryma „¯mudzina”
Œródmieœcie;Œródmieœcie Pó³nocne;Skwer Stanis³awa Wis³ockiego
Œródmieœcie;Œródmieœcie Pó³nocne;Smolna
Œródmieœcie;Œródmieœcie Pó³nocne;Stanis³awa Noakowskiego
Œródmieœcie;Œródmieœcie Pó³nocne;Szkolna
Œródmieœcie;Œródmieœcie Pó³nocne;Szpitalna
Œródmieœcie;Œródmieœcie Pó³nocne;Œcie¿ka ks. Bronka Bozowskiego
Œródmieœcie;Œródmieœcie Pó³nocne;Œliska
Œródmieœcie;Œródmieœcie Pó³nocne;Œwiêtokrzyska
Œródmieœcie;Œródmieœcie Pó³nocne;Tadeusza Czackiego
Œródmieœcie;Œródmieœcie Pó³nocne;Tamka
Œródmieœcie;Œródmieœcie Pó³nocne;T³omackie
Œródmieœcie;Œródmieœcie Pó³nocne;Traugutta Romualda
Œródmieœcie;Œródmieœcie Pó³nocne;Trêbacka
Œródmieœcie;Œródmieœcie Pó³nocne;Tuwima Juliana
Œródmieœcie;Œródmieœcie Pó³nocne;Warecka
Œródmieœcie;Œródmieœcie Pó³nocne;Widok
Œródmieœcie;Œródmieœcie Pó³nocne;Wierzbowa
Œródmieœcie;Œródmieœcie Pó³nocne;Zgoda
Œródmieœcie;Œródmieœcie Pó³nocne;Zielna
Œródmieœcie;Œródmieœcie Pó³nocne;Z³ota
Œródmieœcie;Ujazdów;29 Listopada
Œródmieœcie;Ujazdów;Agrykola
Œródmieœcie;Ujazdów;Aleja Józefa Nojiego
Œródmieœcie;Ujazdów;Aleja Szpitala Ujazdowskiego
Œródmieœcie;Ujazdów;Armii Ludowej, al.
Œródmieœcie;Ujazdów;Badowska
Œródmieœcie;Ujazdów;Banioska
Œródmieœcie;Ujazdów;Belwederska
Œródmieœcie;Ujazdów;Czerniakowska
Œródmieœcie;Ujazdów;Dragonów
Œródmieœcie;Ujazdów;Gomulickiego Wiktora
Œródmieœcie;Ujazdów;Harrisona George'a, Al.
Œródmieœcie;Ujazdów;Hopfera Tomasza, al.
Œródmieœcie;Ujazdów;Jazdów
Œródmieœcie;Ujazdów;Kaczyñskiego Lecha
Œródmieœcie;Ujazdów;Kawalerii
Œródmieœcie;Ujazdów;Klonowa
Œródmieœcie;Ujazdów;Krêta
Œródmieœcie;Ujazdów;Kusociñskiego Janusza
Œródmieœcie;Ujazdów;L¹dowa
Œródmieœcie;Ujazdów;Lennona Johna
Œródmieœcie;Ujazdów;£azienkowska
Œródmieœcie;Ujazdów;Most £azienkowski
Œródmieœcie;Ujazdów;Myœliwiecka
Œródmieœcie;Ujazdów;Parkowa
Œródmieœcie;Ujazdów;Piêkna
Œródmieœcie;Ujazdów;Plac Na Rozdro¿u
Œródmieœcie;Ujazdów;Plac Unii Lubelskiej
Œródmieœcie;Ujazdów;Skwer Jerzego Giedroycia
Œródmieœcie;Ujazdów;Skwer Jolanty Brzeskiej
Œródmieœcie;Ujazdów;Skwer Stefana Kisielewskiego „Kisiela”
Œródmieœcie;Ujazdów;Suligowskiego Adolfa
Œródmieœcie;Ujazdów;Sulkiewicza Aleksandra
Œródmieœcie;Ujazdów;Szucha Jana Chrystiana, al.
Œródmieœcie;Ujazdów;Szwole¿erów
Targówek;Bródno;20 Dywizji Piechoty WP
Targówek;Bródno;Agnieszki
Targówek;Bródno;Balkonowa
Targówek;Bródno;Bartnicza
Targówek;Bródno;Baryczków
Targówek;Bródno;Bazyliañska
Targówek;Bródno;Boles³awicka
Targówek;Bródno;Budowlana
Targówek;Bródno;Chodecka
Targówek;Bródno;Elektronowa
Targówek;Bródno;Ewy
Targówek;Bródno;Go³êbia
Targówek;Bródno;Goœcinna
Targówek;Bródno;Goworowska
Targówek;Bródno;Groëra Franciszka
Targówek;Bródno;Heloizy
Targówek;Bródno;Izoldy
Targówek;Bródno;Jaros³awska
Targówek;Bródno;Julianowska
Targówek;Bródno;Kiejstuta
Targówek;Bródno;Kondratowicza Ludwika
Targówek;Bródno;Kowalskiego Aleksandra
Targówek;Bródno;Krakusa
Targówek;Bródno;Krasiczyñska
Targówek;Bródno;Krasnobrodzka
Targówek;Bródno;Krynoliny
Targówek;Bródno;Krzywiñska
Targówek;Bródno;Kurpiowska
Targówek;Bródno;Liwska
Targówek;Bródno;£abiszyñska
Targówek;Bródno;£¹kociñska
Targówek;Bródno;£ojewska
Targówek;Bródno;Majowa
Targówek;Bródno;Malborska
Targówek;Bródno;Matki Teresy z Kalkuty
Targówek;Bródno;M³odzieñcza
Targówek;Bródno;Myszyniecka
Targówek;Bródno;Na Grobli
Targówek;Bródno;Nad Potokiem
Targówek;Bródno;Nad Rzeczk¹
Targówek;Bródno;Nadwiœlañska
Targówek;Bródno;Ogiñskiego Micha³a Kleofasa
Targówek;Bródno;Oliwska
Targówek;Bródno;Osiedlowa
Targówek;Bródno;Palestyñska
Targówek;Bródno;Poborzañska
Targówek;Bródno;Po¿arowa
Targówek;Bródno;Rembieliñska
Targówek;Bródno;Safony
Targówek;Bródno;Samotna
Targówek;Bródno;Siedzibna
Targówek;Bródno;Simóna Bolívara
Targówek;Bródno;Skierskiego Leonarda, gen.
Targówek;Bródno;Skrajna
Targówek;Bródno;Skrzypcowa
Targówek;Bródno;S³ubicka
Targówek;Bródno;Staniewicka
Targówek;Bródno;Suwalska
Targówek;Bródno;Syrokomli W³adys³awa
Targówek;Bródno;œw. Hieronima
Targówek;Bródno;œw. Jacka Odrow¹¿a
Targówek;Bródno;œw. Wincentego
Targówek;Bródno;Tokarza Wac³awa
Targówek;Bródno;Turmoncka
Targówek;Bródno;Uroczysko
Targówek;Bródno;Wallenroda
Targówek;Bródno;Warsa
Targówek;Bródno;Wenecka
Targówek;Bródno;Wspó³czesna
Targówek;Bródno;Wybrañska
Targówek;Bródno;Wysockiego Piotra
Targówek;Bródno;Wyszogrodzka
Targówek;Bródno;Zaciszañska
Targówek;Bródno;Zadro¿e
Targówek;Bródno;Zagraniczna
Targówek;Bródno;Zarêbska
Targówek;Bródno;Zasieki
Targówek;Bródno;Zastêpowa
Targówek;Bródno;Zau³ek
Targówek;Bródno;Zielone Zacisze
Targówek;Bródno;Ziemiañska
Targówek;Bródno;¯uromiñska
Targówek;Bródno;¯ytomierska
Targówek;Bródno-Podgrodzie;G³êbocka
Targówek;Bródno-Podgrodzie;Matyldy
Targówek;Bródno-Podgrodzie;Moszczenicka
Targówek;Bródno-Podgrodzie;Przy Grodzisku
Targówek;Bródno-Podgrodzie;Suwalska
Targówek;Bródno-Podgrodzie;Toruñska
Targówek;Elsnerów;Che³m¿yñska
Targówek;Elsnerów;Janowiecka
Targówek;Elsnerów;Jesiotrowa
Targówek;Elsnerów;Lniana
Targówek;Elsnerów;£odygowa
Targówek;Elsnerów;Mi³osierna
Targówek;Elsnerów;Montwi³³owska
Targówek;Elsnerów;Palmirska
Targówek;Elsnerów;Piotra Bardowskiego
Targówek;Elsnerów;Plac Ostrej Bramy
Targówek;Elsnerów;Plac Ratuszowy
Targówek;Elsnerów;Ponarska
Targówek;Elsnerów;Swojska
Targówek;Elsnerów;Tarnogórska
Targówek;Elsnerów;Topazowa
Targówek;Elsnerów;Tu¿ycka
Targówek;Elsnerów;Uznamska
Targówek;Elsnerów;Wierna
Targówek;Elsnerów;Wilków Morskich
Targówek;Elsnerów;Wschodnia
Targówek;Elsnerów;Wyspowa
Targówek;Targówek Fabryczny;Beczkowa
Targówek;Targówek Fabryczny;Bukowiecka
Targówek;Targówek Fabryczny;Chemiczna
Targówek;Targówek Fabryczny;Ciemna
Targówek;Targówek Fabryczny;Ci¿emki
Targówek;Targówek Fabryczny;Deszczowa
Targówek;Targówek Fabryczny;Dziewanny
Targówek;Targówek Fabryczny;Grobelska
Targówek;Targówek Fabryczny;Hutnicza
Targówek;Targówek Fabryczny;Jeleniogórska
Targówek;Targówek Fabryczny;Józefowska
Targówek;Targówek Fabryczny;Klementowicka
Targówek;Targówek Fabryczny;Klukowska
Targówek;Targówek Fabryczny;Kraœnicka
Targówek;Targówek Fabryczny;Krzewna
Targówek;Targówek Fabryczny;Ksiêcia Ziemowita
Targówek;Targówek Fabryczny;Ksiê¿nej Anny
Targówek;Targówek Fabryczny;Matuszewska
Targówek;Targówek Fabryczny;Mieszka I
Targówek;Targówek Fabryczny;Mrozowska
Targówek;Targówek Fabryczny;Na³êcz
Targówek;Targówek Fabryczny;Niedotrzymska
Targówek;Targówek Fabryczny;Niesulicka
Targówek;Targówek Fabryczny;Nieœwieska
Targówek;Targówek Fabryczny;O³ycka
Targówek;Targówek Fabryczny;Przec³awska
Targówek;Targówek Fabryczny;Siarczana
Targówek;Targówek Fabryczny;Sterdyñska
Targówek;Targówek Fabryczny;Szklana
Targówek;Targówek Fabryczny;Trojanowska
Targówek;Targówek Fabryczny;Utrata
Targówek;Targówek Fabryczny;Widzewska
Targówek;Targówek Fabryczny;Wszeborska
Targówek;Targówek Fabryczny;Zabraniecka
Targówek;Targówek Fabryczny;Zamkowa
Targówek;Targówek Fabryczny;¯mudzka
Targówek;Targówek Mieszkaniowy;Amarantowa
Targówek;Targówek Mieszkaniowy;Antygony
Targówek;Targówek Mieszkaniowy;Askenazego Szymona
Targówek;Targówek Mieszkaniowy;Barkociñska
Targówek;Targówek Mieszkaniowy;Bie¿uñska
Targówek;Targówek Mieszkaniowy;Biruty
Targówek;Targówek Mieszkaniowy;Borzymowska
Targówek;Targówek Mieszkaniowy;Chyrowska
Targówek;Targówek Mieszkaniowy;Cmentarna
Targówek;Targówek Mieszkaniowy;Cynowa
Targówek;Targówek Mieszkaniowy;Dalanowska
Targówek;Targówek Mieszkaniowy;Fantazyjna
Targówek;Targówek Mieszkaniowy;Fioletowa
Targówek;Targówek Mieszkaniowy;Gajkowicza Aleksandra
Targówek;Targówek Mieszkaniowy;Go³awicka
Targówek;Targówek Mieszkaniowy;Gorzykowska
Targówek;Targówek Mieszkaniowy;Goœcieradowska
Targówek;Targówek Mieszkaniowy;Handlowa
Targówek;Targówek Mieszkaniowy;Hodowlana
Targówek;Targówek Mieszkaniowy;Horodelska
Targówek;Targówek Mieszkaniowy;II Rejonu AK
Targówek;Targówek Mieszkaniowy;Janinówka
Targówek;Targówek Mieszkaniowy;Junkiewicz Heleny
Targówek;Targówek Mieszkaniowy;Karkonoszy
Targówek;Targówek Mieszkaniowy;Ko³owa
Targówek;Targówek Mieszkaniowy;Korzona Tadeusza
Targówek;Targówek Mieszkaniowy;ks. Piotra Skargi
Targówek;Targówek Mieszkaniowy;Kuflewska
Targówek;Targówek Mieszkaniowy;Kuniecka
Targówek;Targówek Mieszkaniowy;Leœniewska
Targówek;Targówek Mieszkaniowy;Lidzka
Targówek;Targówek Mieszkaniowy;Lusiñska
Targówek;Targówek Mieszkaniowy;Mleczna
Targówek;Targówek Mieszkaniowy;Mokra
Targówek;Targówek Mieszkaniowy;Motycka
Targówek;Targówek Mieszkaniowy;Myszkowska
Targówek;Targówek Mieszkaniowy;Nad Strug¹
Targówek;Targówek Mieszkaniowy;Obwodowa
Targówek;Targówek Mieszkaniowy;Olgierda
Targówek;Targówek Mieszkaniowy;Or³owska
Targówek;Targówek Mieszkaniowy;Ossowskiego Micha³a
Targówek;Targówek Mieszkaniowy;Oszmiañska
Targówek;Targówek Mieszkaniowy;Piñska
Targówek;Targówek Mieszkaniowy;Plantowa
Targówek;Targówek Mieszkaniowy;P³osa
Targówek;Targówek Mieszkaniowy;Podobna
Targówek;Targówek Mieszkaniowy;Poleska
Targówek;Targówek Mieszkaniowy;Pra³atowska
Targówek;Targówek Mieszkaniowy;Praska
Targówek;Targówek Mieszkaniowy;Pratuliñska
Targówek;Targówek Mieszkaniowy;Radzymiñska
Targówek;Targówek Mieszkaniowy;Rajgrodzka
Targówek;Targówek Mieszkaniowy;Remiszewska
Targówek;Targówek Mieszkaniowy;Samarytanka
Targówek;Targówek Mieszkaniowy;Sawy
Targówek;Targówek Mieszkaniowy;Seledynowa
Targówek;Targówek Mieszkaniowy;Senna
Targówek;Targówek Mieszkaniowy;Skwer Boles³awa Dubickiego
Targówek;Targówek Mieszkaniowy;Skwer Stefana Wiecheckiego „Wiecha”
Targówek;Targówek Mieszkaniowy;Smoleñska
Targówek;Targówek Mieszkaniowy;Stojanowska
Targówek;Targówek Mieszkaniowy;Szczepanika Jana
Targówek;Targówek Mieszkaniowy;œw. Cecylii
Targówek;Targówek Mieszkaniowy;œw. Wincentego
Targówek;Targówek Mieszkaniowy;Œwidnicka
Targówek;Targówek Mieszkaniowy;Œwiêciañska
Targówek;Targówek Mieszkaniowy;Trocka
Targówek;Targówek Mieszkaniowy;Tykociñska
Targówek;Targówek Mieszkaniowy;Tymiankowa
Targówek;Targówek Mieszkaniowy;Uranowa
Targówek;Targówek Mieszkaniowy;Wejcherowska
Targówek;Targówek Mieszkaniowy;Wêgrowska
Targówek;Targówek Mieszkaniowy;Witebska
Targówek;Targówek Mieszkaniowy;W³adys³awa £okietka
Targówek;Targówek Mieszkaniowy;Zamiejska
Targówek;Targówek Mieszkaniowy;Z³otopolska
Targówek;Targówek Mieszkaniowy;Zygmuntowska
Targówek;Utrata;Gwarków
Targówek;Utrata;£ubinowa
Targówek;Utrata;Matecznik
Targówek;Utrata;Skorpiona
Targówek;Zacisze;Agatowa
Targówek;Zacisze;Ameliñska
Targówek;Zacisze;Ametystowa
Targówek;Zacisze;B³a¿eja
Targówek;Zacisze;B³êdowska
Targówek;Zacisze;Bogumiñska
Targówek;Zacisze;Diamentowa
Targówek;Zacisze;Fersta Mieczys³awa
Targówek;Zacisze;Gilarska
Targówek;Zacisze;Hebanowa
Targówek;Zacisze;Kaktusowa
Targówek;Zacisze;Klamrowa
Targówek;Zacisze;Koszaliñska
Targówek;Zacisze;Krzesiwa
Targówek;Zacisze;Lewinowska
Targówek;Zacisze;Lisia
Targówek;Zacisze;Lwa
Targówek;Zacisze;£adna
Targówek;Zacisze;£any
Targówek;Zacisze;£asiñska
Targówek;Zacisze;Malachitowa
Targówek;Zacisze;Mechaników
Targówek;Zacisze;Miedzianogórska
Targówek;Zacisze;Mosiê¿na
Targówek;Zacisze;Nauczycielska
Targówek;Zacisze;Nefrytowa
Targówek;Zacisze;Nowos¹decka
Targówek;Zacisze;Odysa
Targówek;Zacisze;Ogrodnicza
Targówek;Zacisze;Okreœlona
Targówek;Zacisze;Oktawii
Targówek;Zacisze;Panny
Targówek;Zacisze;Pastelowa
Targówek;Zacisze;Penelopy
Targówek;Zacisze;Per³owa
Targówek;Zacisze;Piecyka Teofila
Targówek;Zacisze;Pohulanka
Targówek;Zacisze;Pomocnicza
Targówek;Zacisze;Poranna
Targówek;Zacisze;Porannej Bryzy
Targówek;Zacisze;Pospieszna
Targówek;Zacisze;Pospolita
Targówek;Zacisze;Potulicka
Targówek;Zacisze;Promienna
Targówek;Zacisze;Protazego
Targówek;Zacisze;PrzewoŸników
Targówek;Zacisze;Przy Wodzie
Targówek;Zacisze;Pszczyñska
Targówek;Zacisze;Radzymiñska
Targówek;Zacisze;Soliñskiego Aleksandra
Targówek;Zacisze;Sowizdrza³a
Targówek;Zacisze;Spójni
Targówek;Zacisze;Spytka z Melsztyna
Targówek;Zacisze;Stanis³awa Wigury
Targówek;Zacisze;Sternhela Henryka
Targówek;Zacisze;Strzelca
Targówek;Zacisze;Sucha
Targówek;Zacisze;Szmaragdowa
Targówek;Zacisze;Œmieszna
Targówek;Zacisze;Torfowa
Targówek;Zacisze;Ustronna
Targówek;Zacisze;Wieczorowa
Targówek;Zacisze;Wieniecka
Targówek;Zacisze;Wiewiórki
Targówek;Zacisze;Wojskowa
Targówek;Zacisze;Wolbromska
Targówek;Zacisze;Woliñska
Targówek;Zacisze;Wyborna
Targówek;Zacisze;¯arnowiecka
Targówek;Zacisze;¯yzna
Ursus;Czechowice;2 Armii Wojska Polskiego
Ursus;Czechowice;Aleja Bzów
Ursus;Czechowice;Drzyma³y Micha³a
Ursus;Czechowice;Kaczorowska
Ursus;Czechowice;Kompanii AK „Kordian”
Ursus;Czechowice;KuŸnicy Ko³³¹tajowskiej
Ursus;Czechowice;Melcera-Szczawiñskiego Henryka
Ursus;Czechowice;Micha³owicza Jerzego
Ursus;Czechowice;Ochocka
Ursus;Czechowice;Piastowska
Ursus;Czechowice;Piskorska
Ursus;Czechowice;Prawnicza
Ursus;Czechowice;Pra¿mowska
Ursus;Czechowice;Regulska
Ursus;Czechowice;Rumiankowa
Ursus;Czechowice;S³upska
Ursus;Czechowice;Sosnkowskiego Kazimierza, gen.
Ursus;Czechowice;Spisaka Micha³a
Ursus;Czechowice;Stanis³awa Bodycha
Ursus;Czechowice;Suchy Las
Ursus;Czechowice;Szomañskiego Andrzeja
Ursus;Czechowice;W³adys³awa Bieñczaka
Ursus;Czechowice;¯urawicka
Ursus;Go³¹bki;Grabskiego W³adys³awa Jana
Ursus;Go³¹bki;Henryka IV Probusa
Ursus;Go³¹bki;Kazimierza Odnowiciela
Ursus;Go³¹bki;Kazimierza Sprawiedliwego
Ursus;Go³¹bki;Konotopska
Ursus;Go³¹bki;Koronacyjna
Ursus;Go³¹bki;Leszczyñskiego Stanis³awa
Ursus;Go³¹bki;Leszka Bia³ego
Ursus;Go³¹bki;Leszka Czarnego
Ursus;Go³¹bki;Mieszka Starego
Ursus;Go³¹bki;Nurzyñska
Ursus;Go³¹bki;Or³ów Piastowskich
Ursus;Go³¹bki;Piechoty Wybranieckiej
Ursus;Go³¹bki;Przejazdowa
Ursus;Go³¹bki;Przemys³awa II
Ursus;Go³¹bki;Œmigielska
Ursus;Go³¹bki;Wolnoœci
Ursus;Go³¹bki;Zygmunta Augusta
Ursus;NiedŸwiadek;Aktorska
Ursus;NiedŸwiadek;Bernarda Wapowskiego
Ursus;NiedŸwiadek;Falentyñska
Ursus;NiedŸwiadek;Falskiego Mariana
Ursus;NiedŸwiadek;Faraona
Ursus;NiedŸwiadek;Górna Droga
Ursus;NiedŸwiadek;Grocholicka
Ursus;NiedŸwiadek;Henryka I Brodatego
Ursus;NiedŸwiadek;Henryka II Pobo¿nego
Ursus;NiedŸwiadek;Hermana W³adys³awa
Ursus;NiedŸwiadek;Jesienna
Ursus;NiedŸwiadek;Kad³ubka Wincentego
Ursus;NiedŸwiadek;Kajetañska
Ursus;NiedŸwiadek;Kazimierza Jagielloñczyka
Ursus;NiedŸwiadek;Keniga Mariana
Ursus;NiedŸwiadek;Krawczyka Mariana
Ursus;NiedŸwiadek;Królowej Bony
Ursus;NiedŸwiadek;Królów Polskich
Ursus;NiedŸwiadek;Lalki
Ursus;NiedŸwiadek;Lipiec Reymontowskich
Ursus;NiedŸwiadek;Listopadowa
Ursus;NiedŸwiadek;Magnacka
Ursus;NiedŸwiadek;Malinowa
Ursus;NiedŸwiadek;Markerta Zygmunta
Ursus;NiedŸwiadek;Noworegulska
Ursus;NiedŸwiadek;Orl¹t Lwowskich
Ursus;NiedŸwiadek;Si³aczki
Ursus;NiedŸwiadek;Warszawska
Ursus;NiedŸwiadek;W³adys³awa Be³zy
Ursus;NiedŸwiadek;W³adys³awa Jagie³³y
Ursus;NiedŸwiadek;W³oczewskich Jerzego i W³adys³awy
Ursus;NiedŸwiadek;Wojciechowskiego Stanis³awa
Ursus;NiedŸwiadek;Wysoczyñska
Ursus;NiedŸwiadek;Zaczarowanej Doro¿ki
Ursus;NiedŸwiadek;Zag³oby
Ursus;NiedŸwiadek;Zielonej Gêsi
Ursus;NiedŸwiadek;Zielonogórska
Ursus;Skorosze;1 Maja
Ursus;Skorosze;Achera Franciszka
